what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747809835067
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747809835173
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1747809835178
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1747809835178
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747809837190
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747809838106
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747809838185
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1747809838204
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1747809838204
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747809840236
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747809856315
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747809857898
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747809892208
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1747809892244
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747809913192
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747809920388
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1747809928790
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747809931709
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747809935478
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747809939764
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747809944108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747809947784
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747809948020
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747809948116
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1747809948702
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1747809948973
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1747809951516
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1747809951655
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1747809951844
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1747809952004
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747809958485
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810054414
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810054520
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810056782
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747810056926
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747810056926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810058553
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810060452
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1747810060468
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1747810060468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810061730
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810062638
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1747810062654
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1747810062670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810062781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810065061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810066503
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810095349
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1747810095368
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810108514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810115816
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1747810122045
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810124921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810128953
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747810130239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810135205
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810138692
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747810138771
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747810138836
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1747810139474
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1747810140095
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1747810140734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1747810159975
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1747810160452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810161301
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810293433
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810293449
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810294971
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747810298980
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1747810313171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810317749
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810318937
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1747810319169
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1747810320630
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1747810320821
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1747810322565
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1747810324726
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810331963
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810333588
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810333747
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810390137
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810391644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810392554
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810393340
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810394336
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747810394361
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1747810405109
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.source.header",1747810406871
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.shiftLeft",1747810411617
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810422008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810425618
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1747810425965
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810426257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810475221
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810475245
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810698605
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747810699941
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810701923
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810703196
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1747810703438
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810704631
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810708277
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747810709001
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810711111
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747810711594
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747810713325
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1747810717206
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1747810719503
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747810723828
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1747810736097
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747810737794
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1747810741717
