what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1747847966834
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1747848002311
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1747848008131
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1747848011591
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1747848021995
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1747848044562
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1747848053022
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1747848080086
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1747848093265
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1747848093466
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1747848093748
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1747848218312
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1747848222611
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747848258988
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747848259203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747848263454
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747848281985
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747848284790
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747848285364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747848302264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747848316960
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1747848318993
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747848319301
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747848541626
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747848578586
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747848578727
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747848619838
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747848620026
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747848627730
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747848627917
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1747848643870
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1747848657560
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747848670749
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747848670915
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1747848672909
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747848674108
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747848674280
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1747848677170
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1747848680638
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747848829867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747848849338
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747848870292
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747849012228
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747849012669
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747849018311
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747849019968
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747849020182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747849023969
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747849372909
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747849373231
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747849374480
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747849376752
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747849376910
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1747849390037
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1747849401279
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747849433376
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747849439063
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1747849439684
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1747849441770
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747849443044
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747849443212
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1747849449424
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1747849452058
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747849453509
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747849455218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747849456798
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747849462549
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747849463448
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747849466300
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747849467034
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747849496835
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1747849498902
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1747849499298
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1747849500244
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747849500671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747849501939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747849502848
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747849506816
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747849508736
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747849510460
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747849512599
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1747849522132
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1747849525137
